q1,q2,duplicate
üniversite hangi öğrenci kulüpleri var,Öğrenci kulüplerine nereden bakabilirim?,1
Bir kulübe nasıl üye olabilirim?,Öğrenci kulüplerine üyelik nasıl oluyor,1
Bir kulübe nasıl üye olabilirim?,Öğrenci kulübüne nasıl kayıt yapılır?,1
Öğrenci kulüplerine üyelik nasıl oluyor,Öğrenci kulübüne nasıl kayıt yapılır?,1
Birden fazla kulübe üye olabilir miyim?,kaç kulübe üye olabilirim,1
Birden fazla kulübe üye olabilir miyim?,bir kulübe kayıtlıyken başka kulübe kayıt yaptırabilirmiyim?,1
kaç kulübe üye olabilirim,bir kulübe kayıtlıyken başka kulübe kayıt yaptırabilirmiyim?,1
Yeni bir kulüp nasıl kurabilirim?,yeni bir kulüp kurmak için ne yapmam gerekiyor,1
Yeni bir kulüp nasıl kurabilirim?,Kulüp kurma şartları nelerdir?,1
yeni bir kulüp kurmak için ne yapmam gerekiyor,Kulüp kurma şartları nelerdir?,1
Kulüp olarak kampüste stant açmak için ne yapmalıyız?,kulüp olarak nasıl masa açabilirim,1
Kulüp olarak kampüste stant açmak için ne yapmalıyız?,Kulüp standı nasıl açabilirim?,1
kulüp olarak nasıl masa açabilirim,Kulüp standı nasıl açabilirim?,1
Kulüp olarak kampüste etkinlik düzenlemek istersek ne yapmalıyız?,kulüp olarak kampüs içinde etkinlik yapmak istiyoruz ne yapmamız gerekli,1
Kulüp olarak kampüste etkinlik düzenlemek istersek ne yapmalıyız?,kampüste nasıl kulüp etkinliği yapabiliriz?,1
kulüp olarak kampüs içinde etkinlik yapmak istiyoruz ne yapmamız gerekli,kampüste nasıl kulüp etkinliği yapabiliriz?,1
Kulüp olarak kampüs dışında etkinlik düzenlemek için ne yapmalıyız?,kulüp olarak kampüs dışında etkinlik yapmak istiyoruz ne yapmamız gerekli,1
Kulüp olarak kampüs dışında etkinlik düzenlemek için ne yapmalıyız?,kampüs dışında nasıl kulüp etkinliği yapabiliriz?,1
kulüp olarak kampüs dışında etkinlik yapmak istiyoruz ne yapmamız gerekli,kampüs dışında nasıl kulüp etkinliği yapabiliriz?,1
Etkinliğimiz için sponsor alabilir miyiz?,Kulüp etkinlikleri için nasıl sponsor buluruz,1
Etkinliğimiz için sponsor alabilir miyiz?,etkinlikler için destek alabiliyormuyuz?,1
Kulüp etkinlikleri için nasıl sponsor buluruz,etkinlikler için destek alabiliyormuyuz?,1
Öğrenci kulüplerine sağlanan imkanlar nelerdir?,öğrenci kulüplerine ne tip imkanlar sunuluyor,1
Öğrenci kulüplerine sağlanan imkanlar nelerdir?,öğrenci kulüplerine imkan sağlanıyor mu?,1
öğrenci kulüplerine ne tip imkanlar sunuluyor,öğrenci kulüplerine imkan sağlanıyor mu?,1
Psikolojik Danışmanlık Birimi’nin hizmetleri ücretli mi?,psikolojik danışma birimi ücretli mi,1
Psikolojik Danışmanlık Birimi’nin hizmetleri ücretli mi?,psikolojik destek almak ücretli mi?,1
psikolojik danışma birimi ücretli mi,psikolojik destek almak ücretli mi?,1
Psikolojik Danışmanlık Birimi’nden nasıl randevu alabilirim?,psikolojik danışma için nasıl randevu alacağız,1
Psikolojik Danışmanlık Birimi’nden nasıl randevu alabilirim?,psikolojik danışmandan nasıl randevu alınır?,1
psikolojik danışma için nasıl randevu alacağız,psikolojik danışmandan nasıl randevu alınır?,1
Psikolojik Danışmanlık Birimi’nde anlatacaklarım başkaları ile paylaşılır mı?,psikolojik danışma biriminde anlattığım şeyler bir başkasıyla paylaşılır mı,1
Psikolojik Danışmanlık Birimi’nde anlatacaklarım başkaları ile paylaşılır mı?,psikolojik danışmanlık biriminde konuştuklarım paylaşılıyor mu?,1
psikolojik danışma biriminde anlattığım şeyler bir başkasıyla paylaşılır mı,psikolojik danışmanlık biriminde konuştuklarım paylaşılıyor mu?,1
BİLGİ mezunuyum  Psikolojik Danışmanlık Birimi’nden yararlanabilir miyim?,mezun öğrenciler psikolojik danışma biriminden faydalanabilir mi,1
BİLGİ mezunuyum  Psikolojik Danışmanlık Birimi’nden yararlanabilir miyim?,Mezunum psikolojik destek alabilirmiyim?,1
mezun öğrenciler psikolojik danışma biriminden faydalanabilir mi,Mezunum psikolojik destek alabilirmiyim?,1
Kuştepe Spor Salon'nun programına nereden ulaşabilirim?,spor salonundaki programlara nasıl ulaşırım,1
Kuştepe Spor Salon'nun programına nereden ulaşabilirim?,spor salonuna nasıl ulaşabilirim?,1
spor salonundaki programlara nasıl ulaşırım,spor salonuna nasıl ulaşabilirim?,1
Kuştepe Spor Salonunu nasıl kullanabilirim?,spor salonuna nasıl kayıt olurum,1
Kuştepe Spor Salonunu nasıl kullanabilirim?,Spor salonuna nereden kayıt olabilirim?,1
spor salonuna nasıl kayıt olurum,Spor salonuna nereden kayıt olabilirim?,1
Kuştepe Spor Salonu'nu rezerve ederken nelere dikkat etmeliyim?,spor salonu rezervasyonunda neler önemlidir,1
Kuştepe Spor Salonu'nu rezerve ederken nelere dikkat etmeliyim?,Spor salonu kaydında neler önemlidir?,1
spor salonu rezervasyonunda neler önemlidir,Spor salonu kaydında neler önemlidir?,1
Spor tesislerimizin imkanları nelerdir?,spor salonunda ne gibi sporlar yapılmakta,1
Spor tesislerimizin imkanları nelerdir?,Spor tesisinde hangi dal sporlar bulunuyor?,1
spor salonunda ne gibi sporlar yapılmakta,Spor tesisinde hangi dal sporlar bulunuyor?,1
Dolapdere yüzme havuzu ve fitness salonu kullanım koşulları nelerdir?,yüzme havuzu ve finess salonunu nasıl kullanırım,1
Dolapdere yüzme havuzu ve fitness salonu kullanım koşulları nelerdir?,yüzme havuzu ve fitness salonu kullanım şartları nelerdir?,1
yüzme havuzu ve finess salonunu nasıl kullanırım,yüzme havuzu ve fitness salonu kullanım şartları nelerdir?,1
Spor Salonu'ndan ödünç malzeme alabilir miyim?,spor salonlarındaki malzemeler ödünç veriliyor mu,1
Spor Salonu'ndan ödünç malzeme alabilir miyim?,Spor salonundan ödünç bişey alabilir miyim?,1
spor salonlarındaki malzemeler ödünç veriliyor mu,Spor salonundan ödünç bişey alabilir miyim?,1
BİLGİ'de hangi spor takımları var?,üniversitede spor takımları var mı,1
BİLGİ'de hangi spor takımları var?,Üniversite de hangi dalda spor takımları var?,1
üniversitede spor takımları var mı,Üniversite de hangi dalda spor takımları var?,1
Spor takımları seçmeleri ne zaman olur?,spor takımları için seçmeler ne zaman yapılıyor,1
Spor takımları seçmeleri ne zaman olur?,spor takımı seçmeleri ne zaman başlıyor?,1
spor takımları için seçmeler ne zaman yapılıyor,spor takımı seçmeleri ne zaman başlıyor?,1
Spor takımlarında kimler yer alabilir?,spor takımında yer almak için kriterler nelerdir,1
Spor takımlarında kimler yer alabilir?,spor takımına katılma koşulları nelerdir?,1
spor takımında yer almak için kriterler nelerdir,spor takımına katılma koşulları nelerdir?,1
Eğitim dili olarak hangi dil kullanılır?,eğitimde hangi dil kullanılıyor,1
Eğitim dili olarak hangi dil kullanılır?,Eğitim dili türkçe mi?,1
eğitimde hangi dil kullanılıyor,Eğitim dili türkçe mi?,1
Derslerin hepsi ingilizce mi veriyor?,Dersler sadece ingilizce mi görülüyor?,1
Derslerin hepsi ingilizce mi veriyor?,Bütün dersler ingilizce mi?,1
Dersler sadece ingilizce mi görülüyor?,Bütün dersler ingilizce mi?,1
Üniversite eğitim dilim türkçe hazırlık okuma imkanım var mı ?,Türkçe bölüm okuyorum ingilizce hazırlık okuyabilir miyim ?,1
Üniversite eğitim dilim türkçe hazırlık okuma imkanım var mı ?,İngilizce zorunluluğum yok hazırlık okuyabilir miyim ?,1
Türkçe bölüm okuyorum ingilizce hazırlık okuyabilir miyim ?,İngilizce zorunluluğum yok hazırlık okuyabilir miyim ?,1
Dil dersleri hangi kampüste verilmektedir ?,Dil dersleri nerede oluyor ?,1
Dil dersleri hangi kampüste verilmektedir ?,Yabancı dil dersleri hangi kampüste oluyor ?,1
Dil dersleri nerede oluyor ?,Yabancı dil dersleri hangi kampüste oluyor ?,1
Lisans programının süresi nedir?,lisans programları kaç yıl sürüyor,1
Lisans programının süresi nedir?,Lisans kaç sene sürüyor?,1
lisans programları kaç yıl sürüyor,Lisans kaç sene sürüyor?,1
Yüksek Lisans programının süresi nedir?,yüksek lisans kaç yıl sürüyor,1
Yüksek Lisans programının süresi nedir?,Yüksek lisans kaç sene sürüyor?,1
yüksek lisans kaç yıl sürüyor,Yüksek lisans kaç sene sürüyor?,1
Uluslararası Öğrenci Durumundan yararlanabildiğimi nasıl doğrulayabilirim?,uluslararası öğrenci durumunu nasıl doğrulayabilirim,1
Uluslararası Öğrenci Durumundan yararlanabildiğimi nasıl doğrulayabilirim?,Uluslararası öğrenci durumumu nereden doğrulayabilirim?,1
uluslararası öğrenci durumunu nasıl doğrulayabilirim,Uluslararası öğrenci durumumu nereden doğrulayabilirim?,1
Uluslararası Öğrenci çalışabilir mi?,uluslararası öğrenciyim çalışma hakkım var mı,1
Uluslararası Öğrenci çalışabilir mi?,uluslararası öğrenciler çalışabiliyor mu?,1
uluslararası öğrenciyim çalışma hakkım var mı,uluslararası öğrenciler çalışabiliyor mu?,1
Üniversitenizin yurt dışından öğrenci kabul koşulları kontenjanları ve ücretleri nelerdir?,Bilginin yabancı ügrenci kabul şartları nelerdir ?,1
Üniversitenizin yurt dışından öğrenci kabul koşulları kontenjanları ve ücretleri nelerdir?,Yabancı öğrenci alım şartları nelerdir ?,1
Bilginin yabancı ügrenci kabul şartları nelerdir ?,Yabancı öğrenci alım şartları nelerdir ?,1
Uluslararası Olanaklar ve Fırsatlar hakkında bilgi alabilir miyim ?,Ne gibi Uluslararası Olanaklar ve Fırsatlar var ?,1
Uluslararası Olanaklar ve Fırsatlar hakkında bilgi alabilir miyim ?,Uluslararası Olanaklar ve Fırsatları öğrenebilir miyim,1
Ne gibi Uluslararası Olanaklar ve Fırsatlar var ?,Uluslararası Olanaklar ve Fırsatları öğrenebilir miyim,1
Uluslararası Öğrenci Danışmanlık Ofisi ne konuda yardımcı olur ?,Uluslararası Öğrenci Danışmanlık Ofisinin amacı nedir ?,1
Uluslararası Öğrenci Danışmanlık Ofisi ne konuda yardımcı olur ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi konular hakkında bilgi verebilir ,1
Uluslararası Öğrenci Danışmanlık Ofisinin amacı nedir ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi konular hakkında bilgi verebilir ,1
Uluslararası Öğrenci Danışmanlık Ofisi nerede ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi kampüste ?,1
Uluslararası Öğrenci Danışmanlık Ofisi nerede ?,Uluslararası Öğrenci Danışmanlık Ofisi nerede bulabilirim ?,1
Uluslararası Öğrenci Danışmanlık Ofisi hangi kampüste ?,Uluslararası Öğrenci Danışmanlık Ofisi nerede bulabilirim ?,1
Uluslararası Öğrenci Danışmanlık Ofisinin faliyetleri nelerdir ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi faliyetleri yapar ?,1
Uluslararası Öğrenci Danışmanlık Ofisinin faliyetleri nelerdir ?,Uluslararası Öğrenci Danışmanlık Ofisi ne tür faliyetler yapar ?,1
Uluslararası Öğrenci Danışmanlık Ofisi hangi faliyetleri yapar ?,Uluslararası Öğrenci Danışmanlık Ofisi ne tür faliyetler yapar ?,1
Yabancı öğrenci İstanbula geldikten sonra ne yapılması gerekiyor ?,Uluslararası Öğrenci istanbula geldiginde ne yapmalı ?,1
Yabancı öğrenci İstanbula geldikten sonra ne yapılması gerekiyor ?,Uluslararası Öğrenci istanbula geldikten sonra ne tür işlemler yapmalı ?,1
Uluslararası Öğrenci istanbula geldiginde ne yapmalı ?,Uluslararası Öğrenci istanbula geldikten sonra ne tür işlemler yapmalı ?,1
Uluslar arası öğrenciyim ikamet izni nasıl alabilirim ?,Yabancı öğrenciyim ikamet izni nasıl alabilirim,1
Uluslar arası öğrenciyim ikamet izni nasıl alabilirim ?,Yabancı öğrenciyim ikamet izni hakkında bilgi alabilirmiyim ?,1
Yabancı öğrenciyim ikamet izni nasıl alabilirim,Yabancı öğrenciyim ikamet izni hakkında bilgi alabilirmiyim ?,1
Uluslararası öğrenci fotoğraf yarışması hakkında bilgi alabilir miyim ?,Fotograf yarışması hakkında bilgi almak istiyorum ,1
Uluslararası öğrenci fotoğraf yarışması hakkında bilgi alabilir miyim ?,Fotoğraf yarışması hakkında bilgiyi nereden alabilirim ,1
Fotograf yarışması hakkında bilgi almak istiyorum ,Fotoğraf yarışması hakkında bilgiyi nereden alabilirim ,1
Öğrenim Vizesi nasıl alınır?,öğrenim için vize nasıl alınır,1
Öğrenim Vizesi nasıl alınır?,Öğrenciler için vize nasıl alınır?,1
öğrenim için vize nasıl alınır,Öğrenciler için vize nasıl alınır?,1
İkamet izni nasıl alınır?,ikamet izni almak istiyorum ne yapmam gerekiyor,1
İkamet izni nasıl alınır?,ikamet izni nereden alınır?,1
ikamet izni almak istiyorum ne yapmam gerekiyor,ikamet izni nereden alınır?,1
İstanbul Bilgi Üniversitesinde konaklama var mı?,üniversitede konaklama imkanı var mı,1
İstanbul Bilgi Üniversitesinde konaklama var mı?,üniversite konaklama sunuyor mu?,1
üniversitede konaklama imkanı var mı,üniversite konaklama sunuyor mu?,1
Üniversitenizde ikinci öğretim var mı ?,Bilgi de ikinci öğrenim var mı ?,1
Üniversitenizde ikinci öğretim var mı ?,İkinci öğretim okumak istiyorum bilgi de var mı ?,1
Bilgi de ikinci öğrenim var mı ?,İkinci öğretim okumak istiyorum bilgi de var mı ?,1
Üniversiteniz de online işlemler nelerdir?,Online olarak ne gibi işlemler yapabilirim?,1
Üniversiteniz de online işlemler nelerdir?,Online olarak destek nasıl alabilirim ?,1
Online olarak ne gibi işlemler yapabilirim?,Online olarak destek nasıl alabilirim ?,1
Üniversitenizde barınma imkanı var mı?,Şehir dışından geliyorum. Üniversite barınma sağlıyor mu ?,1
Üniversitenizde barınma imkanı var mı?,Üniversitenin yakınlarında yurt var mı?,1
Şehir dışından geliyorum. Üniversite barınma sağlıyor mu ?,Üniversitenin yakınlarında yurt var mı?,1
Kaç adet kampüs bulunmaktadır?,Kampüslerinizi öğrenebilir miyim?,1
Kaç adet kampüs bulunmaktadır?,Kampüsleriniz nerede ?,1
Kampüslerinizi öğrenebilir miyim?,Kampüsleriniz nerede ?,1
Üniversiteniz de sağlık hizmeti var mı ?,Üniversiteniz de sağlık hizmeti nerede verilmekte ?,1
Üniversiteniz de sağlık hizmeti var mı ?,Bilgi de ilk yardım var mı ?,1
Üniversiteniz de sağlık hizmeti nerede verilmekte ?,Bilgi de ilk yardım var mı ?,1
Bilgi de misafir öğrenci kabul ediliyor mu ?,Misafir öğrenci olarak derslere katılabilir miyim ?,1
Bilgi de misafir öğrenci kabul ediliyor mu ?,Misafir öğrenci derslere alınıyor mu ?,1
Misafir öğrenci olarak derslere katılabilir miyim ?,Misafir öğrenci derslere alınıyor mu ?,1
Yurtlar nerede bulunmakta ?,Yurtlar hangi kampüste yer alıyor?,1
Yurtlar nerede bulunmakta ?,Yurtlar okulun içinde mi yer alıyor ?,1
Yurtlar hangi kampüste yer alıyor?,Yurtlar okulun içinde mi yer alıyor ?,1
Okulunuzda her yıl konser veriliyor mu ?,Okulun konserleri hakkında bilgi alabilir miyim ?,1
Okulunuzda her yıl konser veriliyor mu ?,Okulun verdiği konserleri nereden görebilirim ?,1
Okulun konserleri hakkında bilgi alabilir miyim ?,Okulun verdiği konserleri nereden görebilirim ?,1
Bilginin önceki etkinliklerini nereden görebilirim ?,Üniversite etkinliklerini nereden takip edebilirim ?,1
Bilginin önceki etkinliklerini nereden görebilirim ?,Üniversite etkinliklerini nereden bulabilirim?,1
Üniversite etkinliklerini nereden takip edebilirim ?,Üniversite etkinliklerini nereden bulabilirim?,1
Okulun içinde hangi cafeler var ?,Okulda hangi cafeler bulunuyor ?,1
Okulun içinde hangi cafeler var ?,Okuldaki cafeleri öğrenebilir miyim ?,1
Okulda hangi cafeler bulunuyor ?,Okuldaki cafeleri öğrenebilir miyim ?,1
Okul duyurularını nereden bulabilirim ?,Okul duyuruları nerede paylaşılıyor ?,1
Okul duyurularını nereden bulabilirim ?,Okul duyurularını nereden görebilirim ?,1
Okul duyuruları nerede paylaşılıyor ?,Okul duyurularını nereden görebilirim ?,1
bilgi üniversitesi sanat eserlerini görebilir miyim ?,Bilgi üniversitesi sanat eserleri nerede yayınlanıyor ?,1
bilgi üniversitesi sanat eserlerini görebilir miyim ?,bilgi üniversitesi sanat eserlerini nereden görebilirim ?,1
Bilgi üniversitesi sanat eserleri nerede yayınlanıyor ?,bilgi üniversitesi sanat eserlerini nereden görebilirim ?,1
Bilgi üniversitesi yayınlarına nasıl üye olurum ?,Bilgi üniversitesi yayınlarına üye olmak istiyorum,1
Bilgi üniversitesi yayınlarına nasıl üye olurum ?,Bilgi üniversitesi yayınlarına nereden üye olunuyor ?,1
Bilgi üniversitesi yayınlarına üye olmak istiyorum,Bilgi üniversitesi yayınlarına nereden üye olunuyor ?,1
Bilgi üniversitesi yayınlarında ne tarz kitaplar bulunuyor ?,Bilgi üniversitesi yayınlarında hangi tür kitaplar var ?,1
Bilgi üniversitesi yayınlarında ne tarz kitaplar bulunuyor ?,Bilgi üniversitesi yayınlarında ne tür kitapları bulabilirim ?,1
Bilgi üniversitesi yayınlarında hangi tür kitaplar var ?,Bilgi üniversitesi yayınlarında ne tür kitapları bulabilirim ?,1
Bilgi üniversitesi yayınlarının haberlerini okumak istiyorum,Bilgi üniversitesi yayınlarının haberleri nereden yayınlanıyor ?,1
Bilgi üniversitesi yayınlarının haberlerini okumak istiyorum,Bilgi üniversitesi yayınlarının haberlerine nereden ulaşabilirim ?,1
Bilgi üniversitesi yayınlarının haberleri nereden yayınlanıyor ?,Bilgi üniversitesi yayınlarının haberlerine nereden ulaşabilirim ?,1
Bilgi üniversitesi ihaleler hakkında bilgi almak istiyorum,Bilgi üniversitesi ihalelerini nereden görebilirim ?,1
Bilgi üniversitesi ihaleler hakkında bilgi almak istiyorum,Bilgi üniversitesi ihaleleri nereden paylaşılıyor ?,1
Bilgi üniversitesi ihalelerini nereden görebilirim ?,Bilgi üniversitesi ihaleleri nereden paylaşılıyor ?,1
Bilgi üniversitesi ihale başvuruları hakkında bilgi almak istiyorum,Bilgi üniversitesi ihale başvurularını nereden görebilirim ?,1
Bilgi üniversitesi ihale başvuruları hakkında bilgi almak istiyorum,Bilgi üniversitesi ihale başvuruları nereden paylaşılıyor ?,1
Bilgi üniversitesi ihale başvurularını nereden görebilirim ?,Bilgi üniversitesi ihale başvuruları nereden paylaşılıyor ?,1
İdari kadrodaki açık pozisyonlar için nereden başvurabilirim ?,İdari kadrodaki boş pozisyonlar için nereden başvuru alıyorsunuz ?,1
